File_Name,Date,Open,High,Low,Close,Volume
LAKPRE,20060926,59.0,59.8,52.0,53.55,2235.0
LAKPRE,20060927,52.25,57.2,52.25,56.75,330.0
LAKPRE,20060928,52.15,62.95,52.15,59.8,1452.0
LAKPRE,20060929,59.0,59.65,57.5,59.5,905.0
LAKPRE,20061003,58.95,61.0,58.95,61.0,1810.0
LAKPRE,20061004,64.0,73.2,64.0,69.35,15998.0
LAKPRE,20061005,74.0,74.25,67.0,68.65,22025.0
LAKPRE,20061006,69.1,70.2,68.0,69.45,6866.0
LAKPRE,20061009,69.0,74.8,69.0,69.05,4576.0
LAKPRE,20061010,69.5,69.5,67.5,67.5,2833.0
LAKPRE,20061011,68.5,69.8,68.0,68.75,2955.0
LAKPRE,20061012,68.75,68.75,66.05,66.5,3064.0
LAKPRE,20061013,67.0,67.75,66.25,66.25,3035.0
LAKPRE,20061016,66.5,70.0,66.5,67.7,4203.0
LAKPRE,20061017,67.9,69.0,66.4,66.9,1344.0
LAKPRE,20061018,69.2,69.25,65.9,66.55,1687.0
LAKPRE,20061019,65.3,68.0,65.3,66.6,459.0
LAKPRE,20061020,66.35,69.45,66.35,68.5,2574.0
LAKPRE,20061021,70.2,70.7,68.6,69.9,4010.0
LAKPRE,20061023,70.85,70.9,69.0,70.05,1500.0
LAKPRE,20061026,68.55,70.5,68.55,70.1,1403.0
LAKPRE,20061027,69.25,70.65,69.25,70.05,510.0
LAKPRE,20061030,69.3,73.9,69.0,70.45,3171.0
LAKPRE,20061031,73.75,73.85,70.45,71.0,1596.0
LAKPRE,20061101,70.0,71.0,70.0,70.0,1347.0
LAKPRE,20061102,71.0,76.25,70.5,74.95,16509.0
LAKPRE,20061103,75.0,82.35,72.6,76.05,7020.0
LAKPRE,20061106,77.0,78.9,76.0,76.2,8873.0
LAKPRE,20061107,75.0,83.9,75.0,77.3,5696.0
LAKPRE,20061108,78.0,78.5,73.0,74.85,1000.0
LAKPRE,20061109,70.05,74.7,70.05,72.5,1825.0
LAKPRE,20061110,73.9,77.25,71.1,75.1,39898.0
LAKPRE,20061113,76.0,86.8,76.0,81.95,14278.0
LAKPRE,20061114,84.0,93.4,82.5,85.75,51488.0
LAKPRE,20061115,88.0,91.0,85.35,85.65,14919.0
LAKPRE,20061116,90.0,90.0,87.25,87.85,14058.0
LAKPRE,20061117,88.75,89.0,85.5,86.1,4251.0
LAKPRE,20061120,87.0,90.0,82.0,83.35,7821.0
LAKPRE,20061121,87.75,96.5,85.0,93.35,67251.0
LAKPRE,20061122,108.0,108.0,92.25,93.1,70581.0
